County,State, In-Migration , Out-Migration , Net Migration , +/- , Rank 
Bryan,Georgia,5298.3931412086,6622.4599999501,-1324.0668587415,1449.6984293302,1607
Wahkiakum,Washington,224.1851247614,1562.4851789,-1338.3000541386,34.1414268151,1608
Iberia,Louisiana,25091.7489167176,26444.2599999314,-1352.5110832138,7516.4302538689,1609
Levy,Florida,1595.3527609199,2977.6699999576,-1382.3172390377,3515.5634215439,1610
Camden,North Carolina,3613.0253621491,5088.9326418426,-1475.9072796935,2190.2716951721,1611
Taylor,Florida,586.6173986886,2200.550000004,-1613.9326013154,553.1001542007,1612
Sagadahoc,Maine,820.3011233357,2584.2299999942,-1763.9288766585,477.8552017233,1613
Escambia,Florida,24929.2576773842,26697.3000000997,-1768.0423227155,9519.7732349116,1614
Gloucester,Virginia,7452.3727572639,9419.77999998,-1967.4072427161,3502.0503056326,1615
Columbia,Oregon,707.3440115432,2793.410000004,-2086.0659884608,397.0336648504,1616
Dukes,Massachusetts,456.5220956088,2621.3800000045,-2164.8579043957,289.8463801878,1617
Gulf,Florida,1039.4815346,3350.569999991,-2311.088465391,669.8289873276,1618
Newport,Rhode Island,5515.109853143,7846.410000004,-2331.300146861,4302.8313642581,1619
St Marys,Maryland,5845.8220905217,8191.1999999979,-2345.3779094762,4218.8002176997,1620
Pacific,Washington,1523.4071174568,4236.900000004,-2713.4928825472,822.374369631,1621
Del Norte,California,506.587449447,3277.0199999962,-2770.4325505492,188.5403118658,1622
Talbot,Maryland,3782.4240323119,6608.9300000198,-2826.5059677079,1439.0594727469,1623
Tyrrell,North Carolina,113.5182987195,2957.3998354,-2843.8815366805,122.14058033,1624
Colleton,South Carolina,999.0535554206,3993.3800000309,-2994.3264446103,1933.0753947282,1625
Whatcom,Washington,3770.9682646532,6845.6499999135,-3074.6817352603,1852.3706752264,1626
Calhoun,Texas,388.0792372442,3507.999999951,-3119.9207627068,126.0945689214,1627
Lincoln,Oregon,136.4238953713,3275.3299999977,-3138.9061046264,273.0978461578,1628
Newport News City,Virginia,7167.322204819,10372.449999992,-3205.127795173,40199.0438401431,1629
Washington,North Carolina,1149.686170251,4405.155749852,-3255.469579601,3220.1205614635,1630
Baltimore,Maryland,25535.9717857645,28932.619999878,-3396.6482141135,10765.3520253225,1631
Isle of Wight,Virginia,2128.1481132746,5599.41000005,-3471.2618867754,3946.121578276,1632
Plymouth,Massachusetts,35949.0530142498,39512.0700005297,-3563.0169862799,9899.9005468056,1633
Putnam,Florida,5997.3592375561,9573.2000000547,-3575.8407624986,3422.4791732011,1634
McIntosh,Georgia,2728.9798777275,6320.939999997,-3591.9601222695,1191.1000913923,1635
Calvert,Maryland,3996.6473103716,7593.6500000182,-3597.0026896466,2188.9755552066,1636
Santa Barbara,California,3123.1812398095,6746.5199999514,-3623.3387601419,3622.5139290976,1637
Camden,Georgia,9358.0649170612,13155.4499999987,-3797.3850829376,5464.2197205707,1638
Monterey,California,5048.8885540335,8851.280000008,-3802.3914459745,5142.6059273954,1639
Matagorda,Texas,316.170242644,4302.770000015,-3986.599757371,890.2538719111,1640
Island,Washington,2519.4994007023,6583.0700000428,-4063.5705993405,2483.4614626467,1641
Skagit,Washington,3378.5999027105,7483.539999956,-4104.9400972455,1037.8774110412,1642
Pamlico,North Carolina,1175.987090601,5833.89365941,-4657.906568809,638.8215442948,1643
Washington,Rhode Island,3829.7587638872,8714.520000073,-4884.7612361858,3721.7869402462,1644
Franklin,Florida,651.60225774,5587.95000002,-4936.34774228,234.7359163516,1645
New London,Connecticut,7648.8447122746,12686.8199999893,-5037.9752877147,9431.6479561379,1646
Portsmouth City,Virginia,10085.9608602074,15306.920000005,-5220.9591397976,22244.4354182186,1647
Mathews,Virginia,251.64981005,5762.23999999,-5510.59018994,960.6947459027,1648
Coos,Oregon,282.5599496367,6317.2399999236,-6034.6800502869,364.0129335614,1649
Ventura,California,11163.0182329846,17533.4499998946,-6370.43176691,6486.3908997805,1650
Hyde,North Carolina,235.1492801162,6637.6304259115,-6402.4811457953,54.611231528,1651
Dorchester,Maryland,3136.9834339047,9562.959999971,-6425.9765660663,1371.2198846935,1652
Clatsop,Oregon,1113.3820285682,7814.520000047,-6701.1379714788,580.2587622518,1653
Rockingham,New Hampshire,7730.7638042239,14437.7400000977,-6706.9761958738,8483.4048486068,1654
Wakulla,Florida,1490.4269685982,8424.710000005,-6934.2830314068,1464.9849540028,1655
Duval,Florida,136519.763404772,144058.470000575,-7538.7065958032,48973.3306195907,1656
Nueces,Texas,9978.03705209,17567.7099999644,-7589.6729478744,5755.9697376929,1657
New Castle,Delaware,17661.5641768323,25368.0899998169,-7706.5258229846,14207.9147635487,1658
Iberville,Louisiana,2317.9101816967,10645.6999999289,-8327.7898182322,989.7248596848,1659
Bristol,Rhode Island,1527.767783295,9908.3200000105,-8380.5522167155,933.6686366289,1660
Chambers,Texas,4185.010535993,12568.1399999938,-8383.1294640008,1054.373933681,1661
Middlesex,Connecticut,5144.9493928315,13790.8799999925,-8645.930607161,2510.9227033202,1662
Nassau,Florida,12326.1678194772,21230.0100003921,-8903.8421809149,3982.3001190455,1663
Beaufort,North Carolina,7228.5230839692,16175.2800000384,-8946.7569160692,1593.1007208079,1664
Calcasieu,Louisiana,17382.3106158761,26896.9999999285,-9514.6893840524,5440.378268932,1665
Queen Annes,Maryland,3823.5588306492,13349.579999962,-9526.0211693128,1406.5677884488,1666
New Hanover,North Carolina,22831.9012361895,32593.9600001023,-9762.0587639128,12178.1465358661,1667
Cameron,Louisiana,552.8470182468,10457.0199999835,-9904.1729817367,447.7334305689,1668
Santa Rosa,Florida,15993.7142609463,25920.9499999939,-9927.2357390476,8262.6794522935,1669
York,Virginia,3130.5304751059,13165.3900000371,-10034.8595249312,6908.9960102585,1670
New Haven,Connecticut,32981.1737328814,43302.5099999938,-10321.3362671124,10436.6920842737,1671
Aransas,Texas,1191.7694707832,11873.5600000581,-10681.7905292749,359.0256381686,1672
Cameron,Texas,4850.3127186294,16012.4899999302,-11162.1772813008,3000.2146537605,1673
Hancock,Mississippi,4767.9876738499,16283.8100000376,-11515.8223261877,3192.1187152123,1674
Craven,North Carolina,13124.7535260997,24703.8200001568,-11579.0664740571,4120.7267501929,1675
Richmond,New York,10750.047191303,22400.8099999817,-11650.7628086787,18029.8510868737,1676
Somerset,Maryland,1855.162741873,14284.1799999857,-12429.0172581127,572.0276534345,1677
Currituck,North Carolina,11783.685407227,24604.099999948,-12820.414592721,3660.8566792301,1678
Orange,Texas,12796.9346294114,26592.199999858,-13795.2653704466,4825.3031995207,1679
Georgetown,South Carolina,4247.7445216385,18561.8700000712,-14314.1254784327,1159.0404111889,1680
Mobile,Alabama,13183.3316844169,27798.6499999614,-14615.3183155445,7238.429228201,1681
Citrus,Florida,8425.9394311267,23080.2700000797,-14654.330568953,10186.9681353322,1682
Accomack,Virginia,2039.3211123638,16909.770000024,-14870.4488876602,2935.119811176,1683
Barnstable,Massachusetts,15422.9505378414,30481.1299999801,-15058.1794621387,6488.1299961423,1684
Brazoria,Texas,27334.0162573161,42636.1099999812,-15302.0937426651,6776.3722330667,1685
Humboldt,California,447.8454097123,15974.4699999726,-15526.6245902603,607.1378651699,1686
St Tammany,Louisiana,59519.6237538385,75200.0800002785,-15680.4562464401,20772.5462598986,1687
Baldwin,Alabama,13577.4692708341,29504.5500000208,-15927.0807291867,6740.7247992359,1688
Sussex,Delaware,29773.2534417987,46108.5400002056,-16335.2865584069,14411.8406795392,1689
Pasquotank,North Carolina,6932.2563014864,23399.310000083,-16467.0536985966,4752.7677512656,1690
Martin,Florida,20787.9436188915,37841.4699999454,-17053.5263810539,12464.6109506822,1691
Indian River,Florida,25369.5443125035,42588.0300003231,-17218.4856878196,9424.2693378546,1692
Plaquemines,Louisiana,4204.6459851369,23330.8299999839,-19126.184014847,2232.3070129573,1693
Monmouth,New Jersey,54053.2551954415,74271.369999687,-20218.1148042455,23349.6936771176,1694
Vermilion,Louisiana,5832.0538247757,26579.8299995804,-20747.7761748047,3424.1504258822,1695
Poquoson City,Virginia,0,21049.47,-21049.47,138.7929963208,1696
Manatee,Florida,67728.522962833,88880.2699998933,-21151.7470370603,24118.5475725206,1697
St James,Louisiana,4156.1705883625,25955.26999977,-21799.0994114075,1873.0002640534,1698
Solano,California,14562.6769434985,36968.1300000465,-22405.453056548,10859.9645251674,1699
Assumption,Louisiana,6078.9276000355,28622.90999988,-22543.9823998445,3439.1169704919,1700
Grays Harbor,Washington,483.2317126853,24226.7100001201,-23743.4782874348,245.6581351434,1701
Bay,Florida,13046.4878518814,36947.4299999153,-23900.9421480339,4448.0238090835,1702
Salem,New Jersey,4124.4982975756,28094.599999973,-23970.1017023974,2631.8073872038,1703
Jackson,Mississippi,13583.1717187286,38533.6899996619,-24950.5182809333,7965.0424795957,1704
Chesapeake City,Virginia,25399.1657668867,56165.8499997132,-30766.6842328265,44727.5515902401,1705
St John The Baptist,Louisiana,14927.986916882,46034.619999599,-31106.633082717,4398.458862456,1706
Fairfield,Connecticut,26108.1991850102,57550.3799998827,-31442.1808148725,10276.4205462598,1707
Worcester,Maryland,2242.4849958086,34871.5900000373,-32629.1050042287,1190.9545768954,1708
Dare,North Carolina,6361.708835554,39989.4699996603,-33627.7611641063,3293.8350445048,1709
Carteret,North Carolina,2889.9929370791,39230.6399997865,-36340.6470627074,2557.2477705068,1710
Hudson,New Jersey,77534.2121239767,114025.759999907,-36491.5478759308,32601.8655120479,1711
Glynn,Georgia,6410.2992775071,48126.979999948,-41716.6807224409,2611.8680187973,1712
Bergen,New Jersey,29816.6362726535,73336.5100002085,-43519.873727555,13430.7680071282,1713
Alameda,California,131758.59276108,175521.679999308,-43763.0872382281,60023.8904954221,1714
St Johns,Florida,49759.8834783938,94969.4699998675,-45209.5865214737,16610.1918823605,1715
Hampton City,Virginia,7796.8807876483,62777.9600001113,-54981.079212463,15715.8612313529,1716
Norfolk City,Virginia,7881.7586178114,65140.4100001036,-57258.6513822922,36325.1353659473,1717
St Bernard,Louisiana,9979.2068546753,67864.620000184,-57885.4131455087,7787.2311458035,1718
Orleans,Louisiana,97041.0548778885,160005.720000435,-62964.6651225463,27890.9394006224,1719
St Mary,Louisiana,5047.9010356886,75425.60999927,-70377.7089635814,2038.8491080219,1720
Chatham,Georgia,22274.0347073769,96427.3599999349,-74153.325292558,9490.3761988788,1721
St Charles,Louisiana,8355.580549526,82913.729999976,-74558.14945045,4105.8266063672,1722
Beaufort,South Carolina,13606.9265389234,88281.4899995046,-74674.5634605812,6453.4743934271,1723
Lafourche,Louisiana,46331.2527991149,122833.9899998,-76502.7372006854,8897.4816265317,1724
Cape May,New Jersey,2494.6000322344,79344.6399998819,-76850.0399676475,2312.4487547804,1725
Charlotte,Florida,28849.7454589625,108099.929999584,-79250.1845406219,9189.0986967193,1726
Collier,Florida,82683.4559279063,162433.410000928,-79749.954073022,28251.2729970281,1727
Marin,California,3201.9362770252,90048.669999895,-86846.7337228698,4748.9548664325,1728
Brevard,Florida,39721.5178879068,134441.640000545,-94720.1221126385,20212.1713292852,1729
Jefferson,Texas,13424.7188001843,108964.799999595,-95540.0811994106,9172.3310314295,1730
Suffolk,Massachusetts,59493.5121852224,168000.040000512,-108506.52781529,25934.8255409958,1731
Galveston,Texas,15663.4600245308,124626.109999263,-108962.649974732,5011.2745810804,1732
Suffolk,New York,29047.3958700503,145291.089999901,-116243.694129851,59560.1005222292,1733
Virginia Beach City,Virginia,23416.2146210617,143226.119999762,-119809.9053787,42607.7664821795,1734
Terrebonne,Louisiana,33772.4350627674,156439.410000575,-122666.974937808,3964.1028951739,1735
Atlantic,New Jersey,4071.4319080307,128451.169999478,-124379.738091448,15115.758088756,1736
Volusia,Florida,37005.0699944765,169432.339999461,-132427.270004985,21410.5451073713,1737
Monroe,Florida,4052.697986449,138885.740000005,-134833.042013556,809.0354668755,1738
Ocean,New Jersey,29746.3012942781,176360.150000734,-146613.848706456,11985.5655749696,1739
Lee,Florida,134236.299300551,299514.13000096,-165277.830700409,38105.0944956237,1740
Charleston,South Carolina,20368.3529333202,195697.790000087,-175329.437066767,9552.0345654915,1741
Orange,California,21420.2146061675,225719.63000001,-204299.415393842,13859.8245326021,1742
Jefferson,Louisiana,72815.1988118612,289705.56999964,-216890.371187779,34844.2700531565,1743
San Mateo,California,24657.1371191389,249019.85999884,-224362.722879701,12728.3925825765,1744
Nassau,New York,17898.518440663,257560.460000517,-239661.941559854,21202.2115966042,1745
Pinellas,Florida,67916.2675350417,391872.419999777,-323956.152464735,24994.6936603248,1746
Broward,Florida,427566.507975631,1543943.56999537,-1116377.06201974,83973.7508247004,1747
Miami-Dade,Florida,359793.699072904,1967664.72000312,-1607871.02093022,126273.009710934,1748
